,iteration,path_expanded,nb_expanded,node_expanded,score
0,1,3-ingoing-http://www.wikidata.org/prop/direct/P57;http://www.wikidata.org/entity/Q882,1,['http://www.wikidata.org/entity/Q882'],77
1,2,3-ingoing-http://www.wikidata.org/prop/direct/P1040;http://www.wikidata.org/entity/Q882,77,"['http://www.wikidata.org/entity/Q2294264', 'http://www.wikidata.org/entity/Q669929', 'http://www.wikidata.org/entity/Q1923676', 'http://www.wikidata.org/entity/Q519668', 'http://www.wikidata.org/entity/Q2345559', 'http://www.wikidata.org/entity/Q268879', 'http://www.wikidata.org/entity/Q1551630', 'http://www.wikidata.org/entity/Q2345539', 'http://www.wikidata.org/entity/Q2445896', 'http://www.wikidata.org/entity/Q2449461', 'http://www.wikidata.org/entity/Q1251918', 'http://www.wikidata.org/entity/Q2291409', 'http://www.wikidata.org/entity/Q658822', 'http://www.wikidata.org/entity/Q733819', 'http://www.wikidata.org/entity/Q2367759', 'http://www.wikidata.org/entity/Q2346217', 'http://www.wikidata.org/entity/Q1768520', 'http://www.wikidata.org/entity/Q1211063', 'http://www.wikidata.org/entity/Q400101', 'http://www.wikidata.org/entity/Q18243488', 'http://www.wikidata.org/entity/Q973676', 'http://www.wikidata.org/entity/Q2294295', 'http://www.wikidata.org/entity/Q3986814', 'http://www.wikidata.org/entity/Q45602', 'http://www.wikidata.org/entity/Q2346516', 'http://www.wikidata.org/entity/Q2590524', 'http://www.wikidata.org/entity/Q109116', 'http://www.wikidata.org/entity/Q9189112', 'http://www.wikidata.org/entity/Q2345349', 'http://www.wikidata.org/entity/Q2447133', 'http://www.wikidata.org/entity/Q2445751', 'http://www.wikidata.org/entity/Q9189117', 'http://www.wikidata.org/entity/Q2482645', 'http://www.wikidata.org/entity/Q572440', 'http://www.wikidata.org/entity/Q11830031', 'http://www.wikidata.org/entity/Q2446950', 'http://www.wikidata.org/entity/Q1068968', 'http://www.wikidata.org/entity/Q1140172', 'http://www.wikidata.org/entity/Q584509', 'http://www.wikidata.org/entity/Q1191049', 'http://www.wikidata.org/entity/Q1070484', 'http://www.wikidata.org/entity/Q976849', 'http://www.wikidata.org/entity/Q214723', 'http://www.wikidata.org/entity/Q2294948', 'http://www.wikidata.org/entity/Q2446049', 'http://www.wikidata.org/entity/Q10331225', 'http://www.wikidata.org/entity/Q10298662', 'http://www.wikidata.org/entity/Q199039', 'http://www.wikidata.org/entity/Q2446193', 'http://www.wikidata.org/entity/Q759443', 'http://www.wikidata.org/entity/Q1192082', 'http://www.wikidata.org/entity/Q1152833', 'http://www.wikidata.org/entity/Q374172', 'http://www.wikidata.org/entity/Q2718259', 'http://www.wikidata.org/entity/Q971940', 'http://www.wikidata.org/entity/Q470895', 'http://www.wikidata.org/entity/Q921678', 'http://www.wikidata.org/entity/Q1197772', 'http://www.wikidata.org/entity/Q1195688', 'http://www.wikidata.org/entity/Q9049883', 'http://www.wikidata.org/entity/Q1148649', 'http://www.wikidata.org/entity/Q2446414', 'http://www.wikidata.org/entity/Q1140317', 'http://www.wikidata.org/entity/Q743340', 'http://www.wikidata.org/entity/Q1070468', 'http://www.wikidata.org/entity/Q2345856', 'http://www.wikidata.org/entity/Q947297', 'http://www.wikidata.org/entity/Q930154', 'http://www.wikidata.org/entity/Q2402289', 'http://www.wikidata.org/entity/Q641474', 'http://www.wikidata.org/entity/Q166739', 'http://www.wikidata.org/entity/Q2446427', 'http://www.wikidata.org/entity/Q2457915', 'http://www.wikidata.org/entity/Q1576292', 'http://www.wikidata.org/entity/Q238211', 'http://www.wikidata.org/entity/Q687780', 'http://www.wikidata.org/entity/Q1151401']",47
